fiscal_year_end,filed_date,net_income,stockholders_equity,roe
2013-12-31,2015-02-27,1418000000,5637000000,0.2515522441014724
2014-12-31,2015-02-27,1149000000,4198000000,0.2737017627441639
2015-12-31,2016-02-25,997000000,3975000000,0.2508176100628931
2016-12-31,2017-02-24,681000000,3699000000,0.1841038118410381
2017-12-31,2018-02-26,292000000,3454000000,0.08453966415749856
2018-12-31,2019-02-26,395000000,3519000000,0.11224779766979255
2019-12-31,2020-02-27,597000000,3336000000,0.1789568345323741
2020-12-31,2021-02-26,412000000,2433000000,0.1693382655158241
2021-12-31,2022-02-25,717000000,2597000000,0.2760877936080092
2022-12-31,2023-02-24,645000000,2977000000,0.21666106818945247
2023-12-31,2024-02-26,228000000,2760000000,0.08260869565217391
2024-12-31,2025-02-27,131000000,2641000000,0.049602423324498296
2025-12-31,2026-02-26,-80000000,2399000000,-0.03334722801167153
